step,t,x,y,z,vx,vy,vz,next_x,next_y,next_z,next_vx,next_vy,next_vz,nominal_vx,nominal_vy,nominal_vz,command_vx,command_vy,command_vz,accel_x,accel_y,accel_z,constraint_active,sector,azimuth_rad,depth_m,margin_m,a_x,a_y,a_z,b,current_slack_m,lookahead_violation_m,obstacle_clearance_m,obstacle_name,status,constraint_age_frames,gate_collision,admm_status,admm_iterations,admm_pri_res,admm_dua_res,admm_terminal_x,admm_terminal_y,admm_terminal_z
42,2.100000000,1.162179295,-0.325921167,1.100523742,0.545825279,-0.049099257,0.013129489,1.190012429,-0.328601131,1.101259117,0.570509225,-0.057855232,0.015774059,0.201788635,0.250000000,-0.001047484,0.063652535,-0.189150000,0.002152463,-0.800000000,-0.400144981,-0.031362933,1,0,-0.523598776,0.527381199,0.421904959,0.840054584,0.542152749,-0.019460007,0.883655028,0.105476240,0.123327790,0.251120552,center_box,active,0,False,,,,,,,
43,2.150000000,1.190012429,-0.328601131,1.101259117,0.570509225,-0.057855232,0.015774059,1.220045120,-0.331564739,1.101890754,0.631090109,-0.060046954,0.009349972,0.192488814,0.250000000,-0.002518235,0.058359721,-0.192214884,0.010239273,-0.800000000,-0.383884719,-0.015813674,1,0,-0.523598776,0.510978062,0.408782450,0.821519242,0.564801413,-0.078137697,0.808169485,0.102195612,0.122452178,0.237482827,center_box,active,0,False,,,,,,,
44,2.200000000,1.220045120,-0.331564739,1.101890754,0.631090109,-0.060046954,0.009349972,1.253640456,-0.334944171,1.102152143,0.705408655,-0.079701144,0.001644670,0.181209392,0.250000000,-0.003781509,0.070523030,-0.116672377,0.013074447,-0.800000000,-0.161786923,0.010641356,1,0,-0.523598776,0.570009771,0.456007816,0.849484604,0.511508319,-0.129364399,0.838267941,0.114001954,0.097723692,0.224939978,center_box,active,0,False,,,,,,,
45,2.250000000,1.253640456,-0.334944171,1.102152143,0.705408655,-0.079701144,0.001644670,1.290416727,-0.340600280,1.102432076,0.753639857,-0.148292717,0.008728741,0.166723590,0.250000000,-0.004304286,0.050000000,-0.178650619,0.015587062,-0.800000000,-0.282712785,0.039835405,1,0,-0.523598776,0.570009771,0.456007816,0.849484604,0.511508319,-0.129364399,0.838267941,0.087225655,0.115321613,0.216666002,center_box,held_active,1,False,,,,,,,
46,2.300000000,1.290416727,-0.340600280,1.102432076,0.753639857,-0.148292717,0.008728741,1.328116358,-0.350581848,1.103060104,0.746578825,-0.244652306,0.015435931,0.149374945,0.250000000,-0.004864151,0.050000000,-0.190458128,0.018013407,-0.800000000,-0.120472604,0.026527617,1,0,-0.523598776,0.570009771,0.456007816,0.849484604,0.511508319,-0.129364399,0.838267941,0.058914139,0.132634394,0.216687021,center_box,held_active,2,False,,,,,,,
47,2.350000000,1.328116358,-0.350581848,1.103060104,0.746578825,-0.244652306,0.015435931,1.364477334,-0.365277753,1.103790473,0.709060031,-0.331606355,0.014483556,0.131195278,0.250000000,-0.006120209,0.050000000,-0.200945898,0.019409788,-0.800000000,0.124875449,0.011353876,1,0,-0.523598776,0.570009771,0.456007816,0.849484604,0.511508319,-0.129364399,0.838267941,0.032075782,0.148012107,0.226277525,center_box,held_active,3,False,,,,,,,
48,2.400000000,1.364477334,-0.365277753,1.103790473,0.709060031,-0.331606355,0.014483556,1.399049507,-0.383259093,1.104279936,0.680986623,-0.374996385,0.006803019,0.114220399,0.250000000,-0.007580945,0.114220399,0.250000000,-0.007580945,-0.800000000,0.800000000,-0.063041431,0,0,-0.523598776,0.570009771,0.456007816,0.849484604,0.511508319,-0.129364399,0.838267941,0.008799255,0.000000000,0.243259093,center_box,held_violates_current,4,False,,,,,,,
49,2.450000000,1.399049507,-0.383259093,1.104279936,0.680986623,-0.374996385,0.006803019,1.433236239,-0.401831966,1.104699962,0.691134071,-0.360450482,0.009441300,0.098855443,0.250000000,-0.008559872,0.098855443,0.250000000,-0.008559872,-0.800000000,0.800000000,-0.043893974,0,-1,,,,0.000000000,0.000000000,0.000000000,,,0.000000000,0.261831966,,stale_depth,0,False,,,,,,,
50,2.500000000,1.433236239,-0.401831966,1.104699962,0.691134071,-0.360450482,0.009441300,1.468392683,-0.418621575,1.105107231,0.711715549,-0.312754611,0.006915911,0.083837385,0.250000000,-0.009399925,0.083837385,0.250000000,-0.009399925,-0.800000000,0.800000000,-0.053832071,0,-1,,,,0.000000000,0.000000000,0.000000000,,,0.000000000,0.278621575,,stale_depth,0,False,,,,,,,
51,2.550000000,1.468392683,-0.418621575,1.105107231,0.711715549,-0.312754611,0.006915911,1.503969253,-0.432874014,1.105399256,0.704314607,-0.260478188,0.004718379,0.067946586,0.250000000,-0.010214461,0.067946586,0.250000000,-0.010214461,-0.800000000,0.800000000,-0.048943922,0,-1,,,,0.000000000,0.000000000,0.000000000,,,0.000000000,0.292874014,,stale_depth,0,False,,,,,,,
52,2.600000000,1.503969253,-0.432874014,1.105399256,0.704314607,-0.260478188,0.004718379,1.537720258,-0.443919530,1.105441608,0.642794929,-0.179815268,-0.004620263,0.051677672,0.250000000,-0.010798512,0.051677672,0.250000000,-0.010798512,-0.800000000,0.800000000,-0.044333974,0,-1,,,,0.000000000,0.000000000,0.000000000,,,0.000000000,0.303919530,,stale_depth,0,False,,,,,,,
53,2.650000000,1.537720258,-0.443919530,1.105441608,0.642794929,-0.179815268,-0.004620263,1.567468007,-0.449299852,1.104677033,0.553460326,-0.037641758,-0.027196195,0.050000000,0.250000000,-0.010883215,0.050000000,0.250000000,-0.010883215,-0.800000000,0.800000000,-0.017894151,0,-1,,,,0.000000000,0.000000000,0.000000000,,,0.000000000,0.309299852,,stale_depth,0,False,,,,,,,
54,2.700000000,1.567468007,-0.449299852,1.104677033,0.553460326,-0.037641758,-0.027196195,1.592863193,-0.446284987,1.102545926,0.473656570,0.146573592,-0.056337725,0.050000000,0.250000000,-0.009354065,0.050000000,0.250000000,-0.009354065,-0.800000000,0.800000000,0.050977513,0,-1,,,,0.000000000,0.000000000,0.000000000,,,0.000000000,0.306284987,,stale_depth,0,False,,,,,,,
55,2.750000000,1.592863193,-0.446284987,1.102545926,0.473656570,0.146573592,-0.056337725,1.615219751,-0.433586707,1.099459556,0.430556380,0.342699804,-0.064933197,0.050000000,0.250000000,-0.005091853,0.050000000,0.250000000,-0.005091853,-0.800000000,0.295504022,0.146416779,0,-1,,,,0.000000000,0.000000000,0.000000000,,,0.000000000,0.293586707,,stale_depth,0,False,,,,,,,
56,2.800000000,1.615219751,-0.433586707,1.099459556,0.430556380,0.342699804,-0.064933197,1.636157894,-0.411756456,1.096527698,0.410577565,0.507444890,-0.050464251,0.050000000,0.250000000,0.001080888,0.050000000,0.250000000,0.001080888,-0.800000000,-0.264856584,0.188611670,0,-1,,,,0.000000000,0.000000000,0.000000000,,,0.000000000,0.271756456,,stale_depth,0,False,,,,,,,
